0,1,2
138.37231344444444,-602.0635817777777,10.116166644444442
138.3864436994568,-602.059568454716,10.048264066666665
138.40081575295588,-602.0515611898588,9.812536232592592
138.41503176361363,-602.0428690177428,9.717170711209874
138.42942504910712,-602.0303057084005,9.454983190999174
138.4432384183963,-602.0167379609015,9.370573448566253
138.4571500143036,-601.9988956226244,9.100669823323564
138.4708834017261,-601.9804521238917,9.008543975858654
138.4843858281638,-601.9578840339387,8.747385269652218
138.49765002789525,-601.934811994132,8.664004341223563
138.51067793588925,-601.9115566333653,8.39810521566493
138.52347329973318,-601.8847393513151,8.309983867884073
138.5360401762391,-601.8575910863531,8.034885839813487
138.54797195970045,-601.8260854001325,7.93756558952068
138.55960702807698,-601.7945669771975,7.683233962074751
138.57101727690855,-601.7588169356017,7.605908473180136
138.58222028273659,-601.723548570865,7.327976027260699
138.5936331749922,-601.6842025804652,7.227821359119039
138.60451506117676,-601.644600652352,6.975761983012919
138.61554664821026,-601.6016529863404,6.891160831488744
138.62645128173128,-601.5582380951101,6.616773692105031
138.63717543642863,-601.5106698817336,6.520164330499098
138.64771097405003,-601.4633581962959,6.2645569847636
138.65805894949892,-601.4125040270833,6.1792764210416085
138.66781157464027,-601.3620735093,5.911299815482089
138.6773064257181,-601.3073587336111,5.821100987700347
138.68661468410124,-601.2525652720398,5.558228370297432
138.6957532398262,-601.194268691412,5.473133530672296
138.70513855111588,-601.1361005938976,5.204006348914117
138.71443973353573,-601.0749294726147,5.1126569449337165
138.7235918066983,-601.0140277358588,4.850618269444837
138.73217322852443,-600.9501882562643,4.7663573717337355
138.74092913986178,-600.8862602784785,4.491584611361873
138.74959542058454,-600.818957132294,4.394589628767787
138.75770985474745,-600.7523450416202,4.134248831263306
138.7655985143125,-600.6817323117823,4.051685811536602
138.77374049135528,-600.6117343907139,3.7801592783379774
138.78140666822014,-600.5381776240545,3.6864105229171305
138.7892793216451,-600.4653658956249,3.422390667949646
138.79708130375556,-600.3894720527568,3.336148590759939
138.8047581900798,-600.3140411660995,3.068791656019384
138.81189020819687,-600.2350983321836,2.9792124990566076
138.81881181952593,-600.1565758513426,2.7104670991699766
138.82559290880292,-600.0796648719554,2.6194994770611237
138.8322494515109,-599.9999033712323,2.357028115451157
138.83919708074214,-599.9211150409191,2.272334531618968
138.84651478321783,-599.8389663342745,1.9980521488510041
138.85298109301831,-599.7573138895248,1.901547543860818
138.85918515898882,-599.6765113097017,1.6406509850719178
138.86565920725508,-599.5927612284435,1.557532204060795
138.87168450996072,-599.5100234258318,1.2866355336511783
138.87794503702682,-599.423987461031,1.1935166410193394
138.8841635703579,-599.3385154864028,0.9287829415576456
138.89028526357902,-599.2551914667818,0.8418270198737297
138.89630052469678,-599.16880653533,0.57010862000439
138.90179828234687,-599.0830380072039,0.47616799791282804
138.90711434897239,-598.9939352454762,0.21753608072770936
138.909031360001,-598.9083004318616,0.13668194132036843
138.89996929575335,-598.8268615696634,-0.10153190068464536
138.88801896580867,-598.7457828060108,-0.1642246575234076
138.88305472075044,-598.6587949600391,-0.4446395331061438
138.88243651748815,-598.5698162358576,-0.5472766309111022
138.8859834259203,-598.4766185890003,-0.7965225867321495
138.8903129117714,-598.383493746363,-0.8744413479127403
138.8951480048631,-598.2874412401096,-1.147000974130293
138.9000154536345,-598.1921692812217,-1.2417828225700678
138.90482014760377,-598.0941417441112,-1.499931394338323
138.9099546238539,-597.996957260773,-1.5803021883288004
138.91467136623137,-597.8962373452854,-1.854783288472926
138.9196481459427,-597.7966516932772,-1.951486610839274
138.92460615225377,-597.6952621121268,-2.207457512157413
138.92948989001727,-597.594544841413,-2.2856506356977744
138.9318235386897,-597.492765122859,-2.547088295685365
138.92252064654062,-597.396725337401,-2.630748177895178
138.90568053180445,-597.2997505488441,-2.820191066946279
138.89948714307155,-597.199873734438,-2.947558459355031
138.89551118329015,-597.0965703184448,-3.154675414625112
138.88751614517153,-596.9956881196061,-3.2403905097634644
138.87759899859427,-596.8945062665819,-3.4613438019399987
138.8731895852988,-596.7908457357412,-3.552999404139927
138.86624665253765,-596.688983307998,-3.7705104327577867
138.8568424264827,-596.5893380998468,-3.8420950003242127
138.84749035742837,-596.4860584007967,-4.084233379304485
138.83910306031188,-596.3818833370641,-4.14859398050698
138.82979600358635,-596.2777823568572,-4.3782414769219296
138.82043736196803,-596.1709100739628,-4.430111195559102
138.80873572627414,-596.0682799363319,-4.665453869992529
138.7963212483617,-595.9641000786003,-4.7230187666481775
138.78311943013583,-595.8602723903805,-4.952846994882887
138.76953723637317,-595.7541357965179,-5.004897445339818
138.75483835870332,-595.6490469197504,-5.235804890377518
138.73724875051224,-595.5401670726493,-5.2889345576374405
138.71850982620006,-595.4308491004181,-5.509218001409529
138.7002182144761,-595.3142266920993,-5.55172366740384
138.686384657081,-595.1855193597036,-5.769010134832509
138.6695310100346,-595.0554059912198,-5.808518824483402
138.6519023747048,-594.9217756945368,-6.011339820656835
138.63272501564305,-594.7885247542112,-6.03638303905249
138.611455545386,-594.6576536985307,-6.2466673915374145
138.58390659646687,-594.5301758970154,-6.279173966244561
138.5542597813111,-594.4046084306215,-6.4518606482431275
138.52954659205682,-594.2848942129962,-6.466616630866974
138.5139796044523,-594.1672336917752,-6.660360739448837
138.50868192100137,-594.0453444150257,-6.676327070252922
138.5071561098792,-593.9251624791067,-6.858828517563848
138.5064063736476,-593.8027645988867,-6.863552187096995
138.50253718197607,-593.6869851885475,-7.073366694959428
138.50261823883142,-593.5776907793536,-7.105403425044083
138.50348819258357,-593.4712477797641,-7.279562686503696
138.51313288637283,-593.3679449180896,-7.287479256849467
138.5268611369689,-593.2700157246975,-7.484274254902037
138.54038951936235,-593.1723335912678,-7.5032914751768285
138.55327308001011,-593.076909682395,-7.692206181087621
138.56831022122395,-592.9773905584709,-7.703343109220634
138.58479799476487,-592.8772393301878,-7.896018324003218
138.6017520686586,-592.7724802762796,-7.910915761008025
138.61937961134976,-592.6678806749021,-8.099799110180356
138.63689114497103,-592.5638103805835,-8.110904681574908
138.65536420163346,-592.464191836307,-8.294218456216639
138.67623261276492,-592.3626137724466,-8.29975445308059
138.6993384107208,-592.2604511371331,-8.484679612190334
138.72379507024837,-592.154538345009,-8.491826993522299
138.7506398518215,-592.0518387256774,-8.660354539123848
138.78045690979908,-591.9494325799348,-8.651625098553202
138.81249946934412,-591.8514073496493,-8.843786908977712
138.84288696835577,-591.7554817723974,-8.858170941624444
138.87004549971928,-591.6617492895173,-9.033538371291481
