0,1,2
-177.44101402529458,1.5229000306109748,179.605057
-177.45819761968338,1.5171220361191662,179.605057
-177.50417914315972,1.5035590166875046,179.605057
-177.66642182718084,1.4918944427672398,179.605057
-177.91220351361477,1.4798634916689084,179.605057
-178.1955210042708,1.4677608658493246,179.605057
-178.40677097193637,1.4597137812437704,179.605057
-178.73614727251186,1.4477137765169534,179.605057
-179.09366070856507,1.4358179311610777,179.605057
-179.58751173681597,1.420133274321371,179.605057
-179.83629196420873,1.4123682912842461,179.605057
-180.35855216887816,1.3969933291930354,179.605057
-180.5830796892262,1.3893829732992278,179.605057
-180.8651252799378,1.3780630689765723,179.605057
-181.0553116662175,1.3668569742701833,179.605057
-181.25858853189013,1.3557635841002185,179.605057
-181.4070305611487,1.3447817805468483,179.605057
-181.56021782956702,1.3303110267426115,179.605057
-181.638161330276,1.319585264302774,179.605057
-181.65589076875142,1.3089674002393337,179.605057
-181.6452487954496,1.2949762160685492,179.605057
-181.62814950608836,1.284605913455825,179.605057
-181.61517524739318,1.2777504005980105,179.605057
-181.5947741843933,1.2675533859572914,179.605057
-181.5739820280341,1.2574589510875196,179.605057
-181.47883916173922,1.2474660640611943,179.605057
-181.2822644363911,1.2342984138477828,179.605057
-181.01942095573813,1.224538516847528,179.605057
-180.9180591462526,1.2213070851538554,179.605057
-180.49855470356098,1.208489716945072,179.605057
-180.27510529865276,1.2021455388557782,179.605057
-179.81907264684816,1.1895847534777801,179.605057
-179.4753107233292,1.180274666291309,179.605057
-179.02634074329976,1.168006742998023,179.605057
-178.71663449576997,1.1589137259596574,179.605057
-178.43442751063594,1.149912182718522,179.605057
-178.17873568070382,1.1410011930678752,179.605057
-177.96842265751545,1.1321798460580579,179.605057
-177.8847545967769,1.1234472399033681,179.605057
-177.86001556497496,1.1119402646935257,179.605057
-177.86484304063168,1.1034112643776852,179.605057
-177.88118984704724,1.092172581049867,179.605057
-177.9011327149907,1.0810843893962692,179.605057
-177.9323632901566,1.064729873031101,179.605057
-177.9479565497915,1.0566757991094238,179.605057
-177.9582876314013,1.0513514793398662,179.605057
-177.978764260352,1.0408099029578846,179.605057
-177.99394954788022,1.0329964587945155,179.605057
-178.06758100196222,1.020148331204409,179.605057
-178.09404308793887,1.0125427380125123,179.605057
-178.1008723865972,1.0100245808138604,179.605057
-178.22032307568466,1.002520830375203,179.605057
-178.48229783972778,0.9926331211680142,179.605057
-178.69415881433866,0.9853043250758041,179.605057
-178.91164223021144,0.978049255097254,179.605057
-179.2918143967365,0.9661192965782479,179.605057
-179.59411491043113,0.9567190223850636,179.605057
-179.88993384761247,0.9474446226346585,179.605057
-180.081004750047,0.9405704131262574,179.605057
-180.16465194636413,0.9360260682466863,179.605057
-180.30183463674624,0.9270287576553945,179.605057
-180.4823130297166,0.9181519256197188,179.605057
-180.59053144381352,0.9137581840664147,179.605057
-180.7165054358342,0.9072228528904751,179.605057
-180.91339675722537,0.9007532657416607,179.605057
-181.15733217725165,0.89222827587946,179.605057
-181.47298912906615,0.8838174399585752,179.605057
-181.7634691520733,0.8755192293997905,179.605057
-182.05435637260496,0.867332136092342,179.605057
-182.1326481598824,0.8612638409816238,179.605057
-182.14752222482818,0.8552565916155852,179.605057
-182.12453070620975,0.845378501402527,179.605057
-182.0934125259434,0.8375950077416042,179.605057
-182.06825387199564,0.8318258617513035,179.605057
-182.04271987447981,0.8261147521298211,179.605057
-182.00871409549623,0.8185892098494334,179.605057
-181.9750262988079,0.8111644383999479,179.605057
-181.95002826287592,0.8056611782570444,179.605057
-181.82575394826148,0.8002132797284758,179.605057
-181.60670408734345,0.8260134255920032,179.605057
-181.09394549052504,0.9216114826845562,179.605057
-180.75730773858794,0.9608214857399456,179.605057
-180.29192727196047,1.022958055908407,179.605057
-179.82997499736845,1.0337454893942868,179.605057
-179.48854652887493,1.031241366409931,179.605057
-178.9488904623449,1.0211303733300798,179.605057
-178.55539135949434,1.0115211163463473,179.605057
-178.23069881745462,1.0016675569182811,179.605057
-178.1355857991709,0.994286551161266,179.605057
-178.10626512100382,0.9869565291137384,179.605057
-178.10472619283016,0.977284429151774,179.605057
-178.1173805689791,0.9677367573403423,179.605057
-178.13401994077023,0.9583154427889683,179.605057
