0,1,2,3,4,5
0.0,-1.4981,-3.5701666666666667,5.9671199999999995,0.0,2.19474
0.0,-0.7931,-3.455,5.8713999999999995,0.0,2.20404
0.0,-0.6609333333333333,-3.5010666666666665,6.3807,0.0,1.97732
0.0,-0.7490333333333333,-3.3782333333333336,6.24344,0.0,1.9736
0.0,-0.48466666666666663,-3.1786,5.71066,0.0,2.10926
0.0,0.0,-3.140233333333333,5.6926000000000005,0.0,2.0312200000000002
0.0,0.0,-2.7179333333333333,5.21942,0.0,1.9420000000000002
0.0,0.0,-2.2649333333333335,4.71012,0.0,1.98846
0.13176000000000002,-0.6168666666666667,-1.2438,4.2297199999999995,0.0,1.77104
0.19417,-3.3928,-1.0902333333333334,4.493399999999999,0.0,2.19104
0.28201,-9.649700000000001,-1.8503333333333334,4.6162,0.0,2.48466
0.36523,-13.483133333333333,-2.2956666666666665,4.38324,0.0,2.9251
0.33055,-11.324066666666667,-2.2572666666666668,4.54216,0.0,2.4512
0.15487,-1.1896666666666667,-1.2591333333333334,3.6626199999999995,0.0,1.7840399999999998
0.0,2.5115333333333334,-1.0134666666666667,2.55192,0.0,1.5647600000000002
0.0,5.904366666666667,-0.6679666666666666,1.7373999999999998,0.0,1.7450199999999998
-0.17104999999999998,6.7415666666666665,0.0,0.0,0.0,1.61308
-0.13869,3.7453000000000003,0.44530000000000003,-1.48454,0.0,1.2785600000000001
0.0,-4.979066666666667,0.4069,-1.3816000000000002,0.0,1.25626
0.0,-8.283733333333332,1.5893,-0.68628,0.0,1.6688199999999997
0.16181,-8.548133333333334,2.3033333333333332,2.10762,0.0,2.70024
0.28201,-13.835633333333334,0.6449333333333334,4.16832,0.25658,3.2744799999999996
0.27508,-14.408433333333333,-0.8138333333333333,4.655939999999999,0.0,3.35996
0.0,-1.6303,0.0,3.37728,0.0,1.8082
0.141,-0.44060000000000005,-0.6833,1.4917799999999999,0.0,1.86396
0.0,2.775933333333333,-0.37620000000000003,0.6140399999999999,0.0,1.25254
0.0,3.436866666666667,0.0,-0.94816,0.28614,1.40866
0.0,-0.7931,0.5528000000000001,-2.23766,0.0,1.24512
0.0,-3.3046666666666664,1.6891,-2.85352,0.0,0.9366199999999999
0.23347,-10.7953,2.4338666666666664,-0.98788,0.0,1.69856
0.29125999999999996,-14.1,1.5739333333333334,-0.3034,0.0,1.8546600000000002
0.31667999999999996,-14.011866666666668,1.0595333333333332,0.5707,0.0,1.75988
