0,1,2,3,4,5
0.45999999999999996,-4.846866666666666,-5.566400000000001,6.42404,-0.11013999999999999,3.2967799999999996
0.43457999999999997,-4.670599999999999,-5.6508666666666665,6.238020000000001,-0.03088,3.24474
0.40684,-4.3181,-5.7814000000000005,5.85334,0.05238,3.08678
0.39066,-4.274066666666667,-5.927266666666667,6.18746,0.0376,3.02916
0.39066,-4.670599999999999,-5.796766666666667,6.06104,0.0994,2.97714
0.34211,-4.274066666666667,-5.412866666666667,5.156219999999999,0.05776,2.65748
0.37216,-4.274066666666667,-4.8063,4.4356,-0.0376,2.98456
0.39990000000000003,-3.8775,-4.192066666666666,3.66804,-0.042980000000000004,3.04218
0.30975,-2.8200000000000003,-3.9156666666666666,2.6675,0.008060000000000001,2.48094
0.25427,-2.2912333333333335,-4.5376,2.1004,-0.00402,2.09068
0.25196,-2.9080999999999997,-5.566400000000001,2.32978,0.07926,1.66696
0.23115999999999998,-3.1284333333333336,-6.196000000000001,2.4309000000000003,0.03894,1.5647600000000002
0.23578000000000002,-3.7893666666666665,-6.871633333333333,2.35324,-0.008060000000000001,1.7264399999999998
0.03698,-4.141866666666666,-4.5376,-0.77116,-0.30898,1.3157400000000001
0.09708,0.7490333333333333,-1.6584,-3.5073,-0.0806,1.5535999999999999
0.09939,1.2778,0.7754333333333333,-4.14664,-0.5024200000000001,0.91432
0.06472,-2.1149999999999998,1.2207666666666668,-5.221220000000001,-0.4648,1.33804
0.1803,-2.6877999999999997,2.149766666666667,-6.01228,-0.21358000000000002,1.3975
0.18492,-0.13216666666666668,3.3168,-6.86292,-0.30628,1.2172399999999999
0.08320999999999999,1.4981,3.8005,-6.47642,-0.65154,1.4439600000000001
0.10633,1.3659333333333334,3.3014666666666668,-6.485460000000001,-0.43794000000000005,1.6762599999999999
0.10633,-1.2337333333333333,1.9271333333333331,-7.38124,-0.20284,2.02378
0.13176000000000002,-2.4675,1.8580333333333332,-7.37222,-0.11013999999999999,2.0628
0.05316,0.8371666666666666,2.311,-6.19468,-0.28478,1.37334
0.0601,0.44060000000000005,2.0576333333333334,-4.67038,-0.20688,1.46812
0.05084999999999999,-1.9387333333333334,0.9520333333333334,-3.46034,-0.08596000000000001,1.2098
-0.03236,0.5287333333333334,0.9366666666666666,-3.6048400000000003,-0.07926,0.9217599999999999
-0.01618,0.9253,1.0825666666666667,-3.18402,-0.08327999999999999,1.10944
0.05547,-2.9080999999999997,1.2284333333333333,-2.31532,0.11956,1.20794
0.10633,-6.080633333333334,0.8599,-2.4869,0.16792,1.2618399999999999
0.00231,0.9693666666666667,1.5125333333333335,-2.46342,0.02418,1.02024
-0.04623,3.1284333333333336,1.8196333333333332,-2.5789999999999997,0.05506,1.02024
-0.09477,5.948433333333334,3.685333333333333,-2.47786,0.03358,0.97378
0.20342,-13.2628,1.8657000000000001,-2.60428,-0.18939999999999999,1.1782
0.34442,-23.441266666666667,0.5374333333333333,-2.35324,-0.10478000000000001,1.7635999999999998
0.33287,-23.088766666666668,0.6756333333333333,-2.20334,-0.15582000000000001,1.7803200000000001
0.19417,-13.350933333333332,2.2188666666666665,-2.337,-0.15448,1.41236
0.15256,-10.134366666666667,2.3493999999999997,-2.25392,-0.13298000000000001,1.3454599999999999
0.04854,-1.8506,2.986666666666667,-2.13472,-0.00536,1.25998
-0.00462,2.1149999999999998,3.1555666666666666,-1.72294,0.11686,1.2414
-0.057789999999999994,3.7893666666666665,2.3878,-2.38214,0.06044000000000001,0.68388
-0.03467,1.3218666666666665,0.8445333333333332,-2.8174,0.11686,1.0090999999999999
-0.06703,2.775933333333333,0.8138333333333333,-2.74696,0.13568,0.83812
-0.04392,0.39653333333333335,0.8752666666666666,-2.97634,0.26464,0.92362
0.011550000000000001,-5.067166666666666,0.7140333333333334,-2.3857600000000003,0.29554,0.8214
0.15256,-12.381566666666666,1.7812333333333334,-2.2466999999999997,0.0497,1.26928
0.15718000000000001,-10.2225,5.274666666666667,-2.90408,-0.48226,1.03884
0.29357,-20.665333333333333,2.8177333333333334,-2.5284400000000002,-0.6152599999999999,1.33432
0.38140999999999997,-24.7191,2.088366666666667,-2.28824,-0.53332,1.73944
0.37216,-24.98346666666667,0.8368666666666668,-1.26964,-0.50108,1.8082
0.29819,-19.343466666666668,0.3071,-0.40092,-0.17328,1.9643000000000002
0.16643,-9.2972,0.8368666666666668,-0.06862,0.02954,1.92714
0.03467,0.6168666666666667,2.096033333333333,-0.54,0.13432,1.54618
-0.027729999999999998,1.1456,0.2533666666666667,-1.6994599999999997,0.0094,1.10388
-0.12251000000000001,3.2165666666666666,0.5528000000000001,-2.4905,0.12223999999999999,1.0964399999999999
-0.1202,2.3352999999999997,0.6602666666666667,-2.7271,0.20688,0.87158
-0.04623,-2.996233333333333,0.4913666666666667,-2.32436,0.37614000000000003,0.7229
0.14331,-16.391266666666667,0.27640000000000003,-2.28282,0.42182000000000003,1.31758
0.26814,-22.515966666666667,0.21496666666666667,-2.16182,0.20688,1.5517400000000001
0.17568,-14.672833333333335,4.837033333333333,-2.7668399999999997,0.07926,1.40494
0.22191,-17.7572,3.8389,-2.4309000000000003,0.0591,1.4439600000000001
0.32131,-24.19033333333333,1.4511,-1.1396000000000002,0.0779,1.8844
0.36754,-27.979699999999998,-0.03836666666666667,-0.34674,0.12090000000000001,2.09254
0.3005,-21.81096666666667,-0.476,0.96982,0.20956000000000002,2.2244800000000002
0.21034999999999998,-15.245633333333332,-0.5911666666666667,1.09084,0.07655999999999999,1.8360800000000002
0.09477,-5.772166666666667,0.4913666666666667,1.2949199999999998,0.1491,1.61122
0.01849,-2.070933333333333,-0.18426666666666666,-1.0511,-0.03088,0.9198999999999999
-0.04623,1.0134333333333332,0.3071,-1.9776,0.20284,1.12246
-0.11095,0.8812333333333333,0.5604666666666667,-2.5537199999999998,0.50644,0.9124599999999999
-0.06472,-0.30843333333333334,0.5911666666666667,-2.6440200000000003,0.44733999999999996,0.52406
0.00462,-3.657166666666667,0.27640000000000003,-2.17988,0.3533,0.53148
0.13176000000000002,-13.5272,-0.03836666666666667,-2.26294,-0.12762,0.84184
0.16643,-19.343466666666668,1.4894999999999998,-2.2466999999999997,-0.13702,1.3752
0.21497000000000002,-23.837833333333332,1.6660666666666666,-2.70362,-0.24852,1.23582
0.29357,-27.495033333333335,1.2514666666666667,-2.28282,-0.05506,1.75246
0.32362,-29.1694,0.4146,-1.57124,0.01208,1.9122800000000002
0.24965,-22.604066666666668,1.1209333333333333,-1.09806,0.20015999999999998,2.02006
0.03698,-3.2165666666666666,3.8849666666666667,0.38468,0.20417999999999997,1.6576799999999998
-0.0809,4.5825000000000005,3.232366666666667,-0.5418000000000001,0.01746,0.33077999999999996
-0.03236,-1.6743666666666668,0.12283333333333334,-2.35686,-0.053720000000000004,0.63556
-0.10864,0.6168666666666667,0.2303333333333333,-2.4598,0.20956000000000002,0.8214
-0.19417,0.48466666666666663,0.29173333333333334,-2.38214,0.40704,0.43672000000000005
-0.11557999999999999,-0.7050000000000001,0.3455,-2.55552,0.33046000000000003,0.46272
0.09477,-13.2628,0.21496666666666667,-2.09498,0.17865999999999999,0.82326
0.2011,-20.312833333333334,2.3801,-2.57358,-0.28881999999999997,1.0964399999999999
0.14562999999999998,-17.2725,5.512666666666667,-3.0178599999999998,-0.50914,0.9422
0.19648000000000002,-21.678766666666665,4.6374,-2.7397400000000003,-0.5400400000000001,1.24512
0.29588000000000003,-28.464399999999998,1.7812333333333334,-1.5188599999999999,-0.18538,1.7635999999999998
0.26814,-26.7019,0.14586666666666667,-0.57972,0.1518,2.0758199999999998
0.03236,-7.314366666666667,1.835,0.23296,0.12492,1.37706
-0.16412,7.0940666666666665,4.599,0.05958,0.0376,0.51662
-0.17568,6.9178,3.2630666666666666,-1.09986,0.032240000000000005,0.54636
-0.15256,0.7490333333333333,0.007666666666666666,-2.337,0.14508000000000001,0.63742
-0.20342,1.2778,0.023033333333333333,-2.4814800000000004,0.27942,0.2453
-0.13638,0.5728,0.2073,-2.6675,0.19746,0.28803999999999996
-0.08320999999999999,-4.538433333333333,0.07676666666666666,-2.06428,0.1921,0.13752
0.07859000000000001,-18.285933333333332,0.15353333333333333,-2.14736,0.028199999999999996,0.9719200000000001
0.13638,-19.255333333333333,3.908,-2.8011399999999997,-0.1921,1.02768
0.18261,-23.925966666666667,3.7391,-1.4683,-0.09134,1.4737
0.25889,-30.491266666666665,0.7524000000000001,0.0903,0.15986,2.07952
0.26583,-30.9319,-0.4146,0.80548,0.4245,2.28766
0.38372,-41.59503333333333,-1.6277,-0.69892,0.6582600000000001,2.73554
0.27738999999999997,-32.20973333333333,-1.5739333333333334,1.15404,0.34524,2.01262
0.16874,-16.1269,-0.42993333333333333,3.5037,0.2727,1.48856
-0.00462,2.5115333333333334,1.3359333333333332,2.55192,0.15448,1.1800599999999999
-0.03698,0.6168666666666667,-0.4529666666666667,1.6759799999999998,0.2942,1.17636
-0.01849,-0.30843333333333334,-0.13820000000000002,-1.98844,0.20284,0.49246
-0.01386,-0.7050000000000001,0.16123333333333334,-2.20154,0.32911999999999997,0.78608
-0.10633,-1.3218666666666665,0.36083333333333334,-2.5176,0.49973999999999996,0.3698
-0.08320999999999999,-7.0940666666666665,0.33013333333333333,-2.44716,0.6327200000000001,0.6336999999999999
0.10402,-25.1597,-0.5758333333333333,-1.9776,0.47958,1.10388
0.19648000000000002,-31.813166666666664,0.3915666666666667,-2.14556,-0.00536,1.4737
0.0809,-22.560033333333333,4.284233333333334,-2.7812799999999998,-0.13298000000000001,1.13732
0.2011,-32.78253333333333,0.8752666666666666,-1.88548,-0.025519999999999998,1.7078600000000002
0.18955,-34.85346666666667,-0.2073,-1.1089,0.18134,1.8156400000000001
0.27276,-35.73473333333333,-1.7659,0.34674,0.18404,2.14644
0.1202,-25.115633333333335,-1.1516666666666666,0.6953199999999999,0.24584,1.68556
-0.00924,-2.775933333333333,2.8945333333333334,1.77352,0.23778000000000002,1.28228
-0.08552,2.3352999999999997,2.8561333333333336,0.11918,0.29284,0.80838
-0.06703,-3.0843666666666665,0.36083333333333334,-2.3677,0.3251,0.5128999999999999
-0.10171,-2.1149999999999998,0.4146,-2.2394600000000002,0.35868,0.16166
-0.04392,-3.2606,0.5758333333333333,-2.3857600000000003,0.3318,0.25088
-0.0601,-5.728133333333333,0.476,-2.41646,0.36002,0.61512
0.01849,-12.645933333333334,0.18426666666666666,-2.0877600000000003,0.12223999999999999,0.5891
0.16874,-24.4547,1.9194333333333333,-2.46342,0.10207999999999999,1.1986599999999998
0.11789000000000001,-23.61753333333333,4.491533333333334,-3.0178599999999998,0.06312,1.02582
0.20804,-33.972233333333335,1.8503333333333334,-2.47426,0.27538,1.71342
0.15718000000000001,-33.443466666666666,2.0653333333333332,-2.3351800000000003,0.39898,1.62794
0.19186,-32.20973333333333,1.3129,-1.8674199999999999,0.28076,1.6390999999999998
0.11789000000000001,-29.213466666666665,-0.16123333333333334,-0.363,0.47018000000000004,1.99404
-0.13638,-7.843133333333333,1.6660666666666666,-0.58334,0.30762,0.7879400000000001
-0.11326,-1.8946666666666667,1.4280666666666668,-0.93732,0.14776,0.19884
-0.12713000000000002,-1.8506,0.3147666666666667,-2.5789999999999997,0.23778000000000002,0.24158
-0.13407,0.13216666666666668,0.27640000000000003,-2.63138,0.3654,0.3029
-0.0416,-0.9693666666666667,0.33780000000000004,-2.6440200000000003,0.22835999999999998,0.31964000000000004
-0.04854,-6.433133333333333,0.238,-2.26476,0.36136,0.66716
0.04623,-16.6997,-0.2687,-2.1311,0.31166,0.83812
0.03467,-26.040966666666666,-0.26103333333333334,-2.08956,0.3842,1.31388
0.01618,-31.725033333333332,-0.15353333333333333,-2.2051600000000002,0.65154,1.61494
0.08552,-38.90723333333333,-0.5144,-2.17988,0.81678,2.08324
0.08320999999999999,-39.25973333333334,-0.7984666666666667,-1.50442,0.74692,1.90856
