0,1,2
0.0,0.0,0.0
3.9578299365530256e-05,0.0,0.0
4.278367265214911e-05,0.0,0.0
4.3409426871221514e-05,0.0,0.0
4.27707749986439e-05,0.0,0.0
4.302413481127587e-05,0.0,0.0
4.316916658353875e-05,0.0,0.0
4.338832921348512e-05,0.0,0.0
4.2699552177509756e-05,0.0,0.0
4.3231689633103085e-05,0.0,0.0
4.299099744457635e-05,0.0,0.0
4.272143929483718e-05,0.0,0.0
4.312870147259673e-05,0.0,0.0
4.291896315407939e-05,0.0,0.0
4.304191394112422e-05,0.0,0.0
4.2805967768799744e-05,0.0,0.0
4.310831707698526e-05,0.0,0.0
4.292920137231704e-05,0.0,0.0
4.316603372899408e-05,0.0,0.0
4.279031145415502e-05,0.0,0.0
4.2815075594262454e-05,0.0,0.0
4.307749961299123e-05,0.0,0.0
4.456703583628041e-05,0.0,0.0
4.250007608703754e-05,0.0,0.0
4.277032864820285e-05,0.0,0.0
4.3874321082739695e-05,0.0,0.0
4.270646834811487e-05,0.0,0.0
4.316963096698601e-05,0.0,0.0
4.246103517971278e-05,0.0,0.0
4.307852083456964e-05,0.0,0.0
4.233713221310609e-05,0.0,0.0
4.4393232029653615e-05,0.0,0.0
4.268620628408826e-05,0.0,0.0
4.21393056103625e-05,0.0,0.0
4.3044026988354744e-05,0.0,0.0
4.279448424313159e-05,0.0,0.0
4.2454282673531904e-05,0.0,0.0
4.4351404341114176e-05,0.0,0.0
4.306439691390551e-05,0.0,0.0
4.2789330109371804e-05,0.0,0.0
4.3461494632026645e-05,0.0,0.0
4.30101443669173e-05,0.0,0.0
4.194959533379006e-05,0.0,0.0
4.3030830239843e-05,0.0,0.0
4.246610573432008e-05,0.0,0.0
4.28557792747597e-05,0.0,0.0
4.325147059716983e-05,0.0,0.0
4.223605968945776e-05,0.0,0.0
4.336264112225763e-05,0.0,0.0
4.3441590742077095e-05,0.0,0.0
4.267295606041444e-05,0.0,0.0
4.268329328624532e-05,0.0,0.0
4.2807439212992905e-05,0.0,0.0
4.4179252446383545e-05,0.0,0.0
4.420018954760963e-05,0.0,0.0
4.242207291639488e-05,0.0,0.0
4.4691525061466564e-05,0.0,0.0
4.432517576788086e-05,0.0,0.0
4.516760537597975e-05,0.0,0.0
4.349965222996133e-05,0.0,0.0
4.3389470995407464e-05,0.0,0.0
4.2780580806720535e-05,0.0,0.0
4.2884108170255784e-05,0.0,0.0
4.280419225324295e-05,0.0,0.0
4.274313052519574e-05,0.0,0.0
4.320285019275616e-05,0.0,0.0
4.1346859198938546e-05,0.0,0.0
4.517828710277172e-05,0.0,0.0
4.8269333193360355e-05,0.0,0.0
4.248893006092658e-05,0.0,0.0
4.489928508943919e-05,0.0,0.0
4.2673768199392725e-05,0.0,0.0
4.419422261889849e-05,0.0,0.0
4.296367531424039e-05,0.0,0.0
4.25587798054039e-05,0.0,0.0
4.180833511782112e-05,0.0,0.0
4.190760890196543e-05,0.0,0.0
4.206374424029491e-05,0.0,0.0
4.311922212167474e-05,0.0,0.0
4.713381736479505e-05,0.0,0.0
4.305655931730712e-05,0.0,0.0
